0.2730 -42.31 -38.94 -42.18 12.79 11.20 12.77
0.2799 -42.41 -38.94 -42.19 12.84 11.20 12.77
0.2868 -42.25 -38.93 -42.19 12.64 11.20 12.77
0.2937 -42.18 -38.93 -42.18 12.38 11.20 12.76
0.3006 -42.40 -38.93 -42.19 12.49 11.20 12.75
0.3075 -42.04 -38.93 -42.18 12.76 11.20 12.75
0.3144 -42.14 -38.93 -42.18 12.86 11.20 12.75
0.3212 -42.17 -38.92 -42.18 12.81 11.20 12.75
0.3281 -42.67 -38.92 -42.19 12.59 11.20 12.75
0.3350 -42.31 -38.92 -42.18 12.55 11.20 12.75
0.3419 -42.28 -38.92 -42.18 12.66 11.19 12.74
0.3488 -42.46 -38.92 -42.19 12.68 11.19 12.74
0.3557 -42.27 -38.92 -42.19 12.53 11.19 12.73
0.3626 -42.34 -38.91 -42.19 12.75 11.19 12.74
0.3695 -42.22 -38.91 -42.19 12.43 11.19 12.73
0.3764 -42.09 -38.91 -42.19 12.75 11.19 12.73
0.3833 -42.53 -38.91 -42.19 12.88 11.19 12.73
0.3902 -42.19 -38.91 -42.19 12.92 11.19 12.74
0.3971 -42.47 -38.91 -42.19 12.67 11.19 12.74
0.4040 -42.16 -38.90 -42.19 12.69 11.19 12.73
0.4110 -42.36 -38.90 -42.19 12.63 11.19 12.73
0.4179 -42.47 -38.90 -42.20 13.09 11.19 12.74
0.4248 -42.32 -38.90 -42.20 12.33 11.20 12.73
0.4317 -42.23 -38.90 -42.20 12.89 11.20 12.74
0.4385 -42.18 -38.90 -42.20 12.90 11.19 12.74
0.4454 -42.31 -38.90 -42.20 12.75 11.19 12.74
0.4523 -42.40 -38.90 -42.20 12.74 11.19 12.74
0.4592 -42.13 -38.90 -42.20 12.92 11.19 12.74
0.4661 -42.18 -38.90 -42.20 12.75 11.20 12.74
0.4730 -42.60 -38.90 -42.21 12.63 11.20 12.74
0.4799 -42.13 -38.90 -42.20 12.72 11.20 12.74
0.4868 -42.39 -38.89 -42.21 12.81 11.20 12.74
0.4937 -42.14 -38.89 -42.20 12.74 11.20 12.74
0.5006 -42.24 -38.89 -42.20 12.78 11.20 12.74
0.5075 -42.58 -38.89 -42.21 12.66 11.20 12.74
0.5144 -42.23 -38.89 -42.21 12.51 11.20 12.74
0.5213 -42.34 -38.89 -42.21 12.51 11.20 12.74
0.5283 -42.60 -38.89 -42.22 12.83 11.20 12.74
0.5353 -42.20 -38.89 -42.22 12.58 11.20 12.73
0.5422 -42.39 -38.88 -42.22 12.66 11.20 12.73
0.5491 -42.23 -38.88 -42.22 12.69 11.20 12.73
0.5560 -42.55 -38.88 -42.22 12.84 11.20 12.73
0.5629 -42.37 -38.88 -42.22 12.50 11.20 12.73
0.5698 -42.34 -38.87 -42.22 12.90 11.20 12.73
0.5767 -42.19 -38.87 -42.22 12.73 11.20 12.74
0.5836 -42.59 -38.87 -42.22 12.52 11.20 12.73
0.5905 -42.56 -38.87 -42.23 12.31 11.20 12.72
0.5974 -42.22 -38.87 -42.23 12.72 11.20 12.72
0.6043 -42.39 -38.87 -42.23 12.46 11.21 12.72
0.6112 -42.03 -38.87 -42.23 12.67 11.21 12.72
0.6181 -42.26 -38.86 -42.22 12.93 11.20 12.72
0.6252 -42.34 -38.86 -42.22 12.61 11.20 12.72
0.6321 -42.36 -38.86 -42.22 12.94 11.20 12.72
0.6390 -42.76 -38.86 -42.24 12.40 11.20 12.72
0.6459 -42.54 -38.86 -42.24 12.46 11.21 12.71
0.6528 -42.33 -38.86 -42.24 12.58 11.21 12.71
0.6597 -42.25 -38.86 -42.24 12.65 11.21 12.71
0.6666 -41.87 -38.86 -42.23 12.83 11.21 12.71
0.6735 -42.78 -38.85 -42.24 12.78 11.20 12.71
0.6804 -41.88 -38.85 -42.23 12.93 11.21 12.72
0.6873 -42.39 -38.85 -42.23 12.51 11.21 12.72
0.6942 -42.36 -38.85 -42.24 12.59 11.21 12.72
0.7011 -41.86 -38.85 -42.23 12.77 11.21 12.72
0.7080 -42.50 -38.85 -42.23 12.68 11.21 12.71
0.7149 -42.12 -38.84 -42.23 12.51 11.21 12.71
0.7218 -42.16 -38.84 -42.22 12.82 11.21 12.72
0.7287 -42.38 -38.84 -42.22 13.13 11.21 12.73
0.7356 -42.56 -38.84 -42.23 12.62 11.21 12.72
0.7425 -42.52 -38.84 -42.23 12.49 11.21 12.72
0.7494 -42.22 -38.84 -42.23 12.66 11.21 12.72
0.7563 -42.64 -38.83 -42.24 12.60 11.21 12.72
0.7632 -42.36 -38.83 -42.24 12.85 11.21 12.72
0.7701 -42.61 -38.83 -42.24 12.34 11.21 12.71
0.7770 -41.99 -38.83 -42.24 12.58 11.21 12.71
0.7839 -42.90 -38.83 -42.25 12.44 11.21 12.70
0.7908 -42.27 -38.83 -42.25 12.68 11.21 12.70
0.7977 -42.42 -38.82 -42.25 12.88 11.21 12.71
0.8046 -42.35 -38.82 -42.25 12.64 11.21 12.70
0.8115 -42.60 -38.82 -42.26 12.55 11.21 12.70
0.8184 -42.35 -38.82 -42.26 12.91 11.21 12.70
0.8253 -42.39 -38.82 -42.26 12.96 11.21 12.71
0.8322 -42.38 -38.82 -42.26 12.42 11.21 12.70
0.8391 -42.53 -38.82 -42.26 12.53 11.21 12.70
0.8460 -41.80 -38.81 -42.25 12.29 11.21 12.69
0.8529 -42.51 -38.81 -42.25 12.88 11.21 12.70
0.8598 -42.20 -38.81 -42.25 12.69 11.22 12.70
0.8667 -42.42 -38.81 -42.25 13.09 11.21 12.71
0.8736 -42.19 -38.81 -42.25 12.95 11.21 12.71
0.8805 -42.29 -38.81 -42.25 12.35 11.21 12.70
0.8874 -42.56 -38.80 -42.26 12.68 11.21 12.70
0.8943 -42.53 -38.80 -42.26 12.47 11.21 12.70
0.9012 -42.87 -38.80 -42.27 12.48 11.22 12.70
0.9081 -42.21 -38.80 -42.27 12.91 11.22 12.70
0.9150 -42.06 -38.80 -42.27 12.69 11.21 12.70
0.9219 -42.12 -38.80 -42.26 12.93 11.21 12.70
0.9288 -42.40 -38.80 -42.26 12.77 11.21 12.70
0.9357 -42.43 -38.80 -42.27 12.40 11.21 12.69
0.9436 -42.32 -38.80 -42.27 12.66 11.21 12.69
0.9508 -42.37 -38.80 -42.27 12.23 11.21 12.68
0.9579 -42.28 -38.80 -42.27 12.74 11.21 12.69
0.9649 -42.29 -38.79 -42.27 12.46 11.21 12.68
0.9718 -42.39 -38.79 -42.27 12.91 11.21 12.69
0.9787 -42.32 -38.79 -42.26 12.89 11.21 12.69
0.9856 -42.44 -38.79 -42.27 12.68 11.21 12.69
0.9925 -42.58 -38.79 -42.27 12.31 11.21 12.69
0.9994 -42.20 -38.79 -42.27 12.91 11.21 12.69
1.0076 -42.27 -38.79 -42.27 12.53 11.22 12.69
1.0158 -42.10 -38.79 -42.27 12.62 11.22 12.69
1.0240 -42.31 -38.78 -42.26 12.42 11.22 12.68
1.0323 -42.55 -38.78 -42.27 12.79 11.22 12.68
1.0405 -42.32 -38.78 -42.27 12.90 11.22 12.69
1.0487 -42.13 -38.78 -42.26 12.88 11.22 12.69
1.0568 -42.61 -38.78 -42.27 12.61 11.21 12.69
1.0648 -42.14 -38.78 -42.27 12.89 11.21 12.69
1.0729 -42.64 -38.78 -42.27 12.78 11.21 12.69
1.0810 -42.56 -38.78 -42.28 12.70 11.21 12.69
1.0891 -42.05 -38.78 -42.27 12.55 11.21 12.69
1.0971 -42.18 -38.78 -42.27 13.05 11.21 12.70
1.1052 -42.52 -38.78 -42.28 13.13 11.21 12.71
1.1132 -42.18 -38.78 -42.28 12.72 11.21 12.71
1.1213 -42.27 -38.78 -42.27 12.85 11.21 12.71
1.1294 -42.03 -38.77 -42.27 13.15 11.21 12.72
1.1374 -42.09 -38.77 -42.26 12.56 11.21 12.71
1.1455 -42.49 -38.77 -42.27 12.42 11.21 12.71
1.1535 -42.78 -38.77 -42.28 13.17 11.21 12.72
1.1616 -42.17 -38.77 -42.27 12.96 11.21 12.72
1.1696 -42.44 -38.77 -42.28 12.65 11.21 12.72
1.1777 -42.25 -38.77 -42.27 12.90 11.21 12.72
1.1857 -42.71 -38.77 -42.28 12.13 11.21 12.71
1.1938 -42.31 -38.77 -42.28 12.75 11.21 12.71
1.2018 -42.25 -38.76 -42.28 12.45 11.21 12.70
1.2099 -42.34 -38.76 -42.28 12.74 11.21 12.71
1.2180 -42.58 -38.76 -42.28 12.54 11.21 12.70
1.2260 -41.68 -38.76 -42.27 12.69 11.21 12.71
1.2341 -42.33 -38.76 -42.27 12.92 11.21 12.71
1.2421 -42.26 -38.76 -42.27 12.94 11.21 12.71
1.2502 -42.37 -38.76 -42.27 12.53 11.21 12.71
1.2582 -42.58 -38.76 -42.28 12.79 11.21 12.71
1.2663 -42.09 -38.76 -42.27 12.87 11.21 12.72
1.2743 -42.53 -38.75 -42.27 12.65 11.21 12.71
1.2825 -42.26 -38.75 -42.27 12.92 11.21 12.72
1.2906 -42.32 -38.75 -42.27 12.59 11.21 12.72
1.2986 -42.44 -38.75 -42.27 12.52 11.22 12.71
1.3067 -42.48 -38.75 -42.28 12.60 11.22 12.71
1.3147 -42.16 -38.75 -42.27 12.87 11.22 12.72
1.3228 -42.41 -38.75 -42.27 12.69 11.22 12.72
1.3308 -42.64 -38.75 -42.28 12.54 11.22 12.72
1.3389 -42.39 -38.74 -42.28 12.60 11.22 12.71
1.3469 -41.88 -38.74 -42.27 12.52 11.22 12.71
1.3550 -42.56 -38.74 -42.28 12.48 11.22 12.70
1.3630 -42.23 -38.74 -42.28 12.68 11.22 12.70
1.3711 -42.16 -38.74 -42.27 12.85 11.22 12.70
1.3792 -42.66 -38.74 -42.28 12.50 11.22 12.70
1.3872 -42.47 -38.74 -42.28 12.94 11.22 12.71
1.3953 -42.31 -38.73 -42.28 12.70 11.22 12.70
1.4033 -42.21 -38.73 -42.28 12.58 11.22 12.70
1.4114 -42.47 -38.73 -42.28 12.56 11.22 12.70
1.4194 -42.40 -38.73 -42.28 12.83 11.22 12.71
1.4275 -42.58 -38.73 -42.29 12.94 11.22 12.71
1.4355 -42.03 -38.73 -42.28 13.14 11.22 12.72
1.4436 -42.40 -38.73 -42.28 12.79 11.22 12.72
1.4516 -42.10 -38.72 -42.27 12.74 11.22 12.72
1.4597 -42.38 -38.72 -42.27 12.43 11.22 12.71
1.4677 -42.33 -38.72 -42.28 12.89 11.22 12.72
1.4758 -42.22 -38.72 -42.27 12.49 11.22 12.72
1.4838 -42.11 -38.72 -42.27 12.56 11.22 12.71
1.4919 -42.32 -38.72 -42.27 12.91 11.22 12.72
1.4999 -42.40 -38.72 -42.27 12.47 11.22 12.71
1.5080 -42.31 -38.72 -42.27 12.99 11.22 12.72
1.5160 -42.42 -38.71 -42.27 12.69 11.22 12.72
1.5241 -42.38 -38.71 -42.27 12.51 11.22 12.71
1.5321 -42.21 -38.71 -42.27 12.62 11.22 12.71
1.5402 -42.15 -38.71 -42.26 12.69 11.22 12.71
1.5482 -42.38 -38.71 -42.27 12.67 11.22 12.71
1.5563 -42.34 -38.71 -42.27 12.71 11.22 12.71
1.5643 -42.32 -38.71 -42.26 12.69 11.22 12.71
1.5724 -42.36 -38.71 -42.27 12.69 11.22 12.71
1.5804 -42.36 -38.71 -42.27 12.61 11.22 12.71
1.5885 -42.25 -38.71 -42.27 12.77 11.22 12.71
1.5965 -42.55 -38.71 -42.27 12.50 11.22 12.71
1.6046 -42.34 -38.70 -42.27 12.81 11.22 12.71
1.6126 -42.24 -38.70 -42.27 12.86 11.22 12.71
1.6207 -42.27 -38.70 -42.27 12.97 11.22 12.72
1.6287 -42.39 -38.70 -42.27 12.63 11.22 12.72
1.6368 -42.16 -38.70 -42.27 12.52 11.23 12.71
1.6449 -42.38 -38.69 -42.27 12.56 11.23 12.71
1.6529 -42.27 -38.69 -42.26 12.93 11.23 12.72
1.6611 -42.20 -38.69 -42.26 12.58 11.23 12.71
1.6691 -42.45 -38.69 -42.27 12.28 11.22 12.70
1.6772 -42.37 -38.69 -42.27 12.39 11.22 12.69
1.6852 -42.56 -38.69 -42.27 12.81 11.22 12.70
1.6933 -42.31 -38.69 -42.27 12.73 11.22 12.70
1.7013 -42.33 -38.69 -42.27 12.75 11.22 12.70
1.7094 -42.54 -38.68 -42.27 12.81 11.23 12.70
1.7175 -42.27 -38.68 -42.27 12.37 11.23 12.70
1.7255 -42.33 -38.68 -42.27 12.87 11.22 12.70
1.7336 -42.71 -38.68 -42.28 12.53 11.22 12.69
1.7416 -42.52 -38.68 -42.28 13.00 11.22 12.70
1.7497 -42.00 -38.68 -42.28 12.92 11.22 12.70
1.7577 -42.37 -38.68 -42.28 12.54 11.22 12.70
1.7658 -42.08 -38.68 -42.27 12.37 11.22 12.69
1.7738 -42.62 -38.67 -42.28 12.86 11.22 12.70
1.7819 -42.31 -38.67 -42.28 13.05 11.23 12.71
1.7899 -42.63 -38.67 -42.28 12.94 11.23 12.71
1.7980 -42.25 -38.67 -42.28 12.49 11.23 12.71
1.8060 -42.56 -38.67 -42.29 12.71 11.23 12.71
1.8141 -41.83 -38.67 -42.28 12.89 11.23 12.72
1.8221 -42.19 -38.67 -42.28 12.63 11.23 12.71
1.8302 -41.70 -38.67 -42.26 12.94 11.23 12.72
1.8382 -42.54 -38.67 -42.27 13.12 11.23 12.73
1.8463 -42.34 -38.67 -42.27 12.45 11.23 12.72
1.8543 -42.30 -38.66 -42.27 12.53 11.23 12.72
1.8624 -42.54 -38.66 -42.27 12.92 11.23 12.72
1.8704 -42.40 -38.66 -42.27 12.68 11.23 12.72
1.8785 -42.27 -38.66 -42.27 12.57 11.23 12.72
1.8865 -42.05 -38.65 -42.26 12.66 11.23 12.72
1.8946 -42.09 -38.65 -42.26 12.63 11.23 12.71
1.9026 -42.48 -38.65 -42.26 12.85 11.23 12.72
1.9107 -42.23 -38.65 -42.26 12.26 11.23 12.71
1.9187 -42.36 -38.65 -42.26 12.95 11.23 12.72
1.9268 -42.35 -38.65 -42.26 12.90 11.24 12.72
1.9348 -42.51 -38.64 -42.26 12.23 11.24 12.71
1.9429 -42.23 -38.64 -42.26 12.37 11.23 12.70
1.9509 -42.30 -38.64 -42.26 12.19 11.23 12.69
1.9590 -42.51 -38.64 -42.26 12.95 11.23 12.70
1.9670 -42.16 -38.64 -42.26 12.39 11.23 12.69
1.9751 -42.26 -38.64 -42.26 12.55 11.23 12.69
1.9831 -42.70 -38.64 -42.26 12.57 11.23 12.69
1.9912 -42.22 -38.64 -42.26 12.81 11.23 12.69
1.9994 -41.99 -38.64 -42.26 12.69 11.23 12.69
2.0077 -42.32 -38.63 -42.26 13.24 11.23 12.70
2.0159 -42.01 -38.63 -42.25 12.54 11.23 12.70
2.0242 -42.12 -38.63 -42.25 12.62 11.23 12.70
2.0325 -42.69 -38.63 -42.25 12.80 11.24 12.70
2.0408 -42.46 -38.63 -42.26 12.41 11.23 12.69
2.0491 -42.27 -38.63 -42.25 12.80 11.23 12.69
2.0574 -42.54 -38.63 -42.26 12.73 11.23 12.69
2.0656 -42.66 -38.62 -42.27 12.74 11.23 12.70
2.0738 -42.46 -38.62 -42.27 12.88 11.23 12.70
2.0821 -42.49 -38.62 -42.27 12.64 11.23 12.70
2.0903 -42.20 -38.62 -42.27 12.73 11.23 12.70
2.0985 -42.43 -38.62 -42.27 12.94 11.23 12.70
2.1066 -42.55 -38.62 -42.28 12.72 11.23 12.70
2.1146 -42.23 -38.62 -42.27 12.94 11.23 12.71
2.1227 -42.07 -38.61 -42.27 12.94 11.23 12.71
2.1308 -42.30 -38.61 -42.27 12.59 11.23 12.71
2.1388 -42.37 -38.61 -42.27 12.62 11.23 12.71
2.1469 -42.53 -38.61 -42.27 12.31 11.23 12.70
2.1549 -42.26 -38.61 -42.27 12.68 11.23 12.70
2.1630 -42.04 -38.61 -42.27 12.74 11.23 12.70
2.1710 -42.03 -38.61 -42.26 12.48 11.23 12.69
2.1791 -42.33 -38.61 -42.26 12.37 11.23 12.69
2.1872 -42.26 -38.61 -42.26 12.92 11.23 12.69
2.1952 -42.47 -38.60 -42.26 12.49 11.23 12.69
2.2033 -42.80 -38.60 -42.27 12.46 11.23 12.68
2.2113 -42.69 -38.60 -42.28 12.49 11.23 12.68
2.2194 -42.54 -38.60 -42.28 12.91 11.23 12.69
2.2274 -42.19 -38.60 -42.28 12.22 11.23 12.68
2.2355 -42.60 -38.60 -42.28 12.83 11.23 12.68
2.2435 -42.58 -38.59 -42.29 12.48 11.23 12.67
2.2516 -42.09 -38.59 -42.28 13.10 11.22 12.68
2.2596 -42.29 -38.59 -42.28 12.84 11.22 12.68
